Texts,Label
สวย เท่ห์ มีมิติ มีเอกลัษณ์ในดีไซน์,"[""สวย"", ""pos"", []], [""เท่ห์"", ""pos"", []], [""มีมิติ"", ""pos"", []], [""มีเอกลัษณ์ในดีไซน์"", ""pos"", []]"
หน้าไม่สวยเลยจืดๆไป  แต่ภายในสวย ราคานี้ไปวอลโว่ดีกว่า,"[[""หน้า"", ""neg"", ""ไม่สวยเลยจืดๆ""], [""ภายใน"", ""pos"", ""สวย""], [""ราคา"", ""neg"", ""ไปวอลโว่ดีกว่า""]]"
อาจจะคิดว่าแพงนะ แต่ถ้าไปลองนั่งจะรู้ว่าเป็นหนึ่งในรถไฟฟ้าที่นั่งสบายที่สุดในราคาประมาณนี้," [[""รถไฟฟ้า"", ""neg"", ""แพง""], [""นั่งสบาย"", ""pos"", """"]]"
4ปีที่แล้วเป็นรถในฝันและในฝันต่อไป เพราะตอนนี้ออกรถยี่ห้ออื่นแทนแล้ว ขนาดราคาบวกภาษีแล้วโคตรแพง แต่ขายดีกว่าซูทุกรุ่น ก็ไม่รู้ว่าผู้บริหารมีวิสัยทัศน์ยังไงยอมใจ,"[[""รถ"", ""neg"", ""โคตรแพง""],[""ขายดี"", ""pos"", ""ซูทุกรุ่น""]]"
ข้างนอกสวยนะ แต่ข้างในงานไม่ค่อยเนี๊ยบเลย," [[""ข้างนอก"", ""pos"", ""สวย""],[""ข้างใน"", ""neg"", ""งานไม่ค่อยเนี๊ยบ""]]"
เคยเห็นคนจอดไว้ สวยนะ เก๋ดี คือต้องหันไปมองอะ ดูไม่ว้าวแต่เก๋ แปลกๆดี,"[[""เคยเห็นคนจอดไว้"", ""pos"", ""สวยนะ""], [""เคยเห็นคนจอดไว้"", ""pos"", ""เก๋ดี""], [""เคยเห็นคนจอดไว้"", ""pos"", ""ดูไม่ว้าวแต่เก๋""], [""เคยเห็นคนจอดไว้"", ""pos"", ""แปลกๆดี""]]"
ทำไมต้อง 1.7 ล้านกว่าๆ... ของเล่นก็น้อยนิด ระบบปลอดภัย ก็ไม่เยอะ…,"[[""1.7 ล้านกว่าๆ"", ""pos"", ""1.7 ล้านกว่าๆ""],[""ของเล่น"", ""neg"", ""น้อยนิด""],[""ระบบปลอดภัย"", ""neg"", ""ไม่เยอะ""]]"
เป็นรถล้านแปดที่คลาสสิค back to the basic ทุกอย่าง,"[[], ""pos"", ""คลาสสิค back to the basic ทุกอย่าง""]"
แพงแต่ขายจนไม่พอ แสดงว่ามีดี," [[""แพง"", ""neg"", ""แพง""], [""ขายจนไม่พอ"", ""pos"", ""ขายจนไม่พอ""], [""ดี"", ""pos"", ""ดี""]]"
แพงไปรึเปล่าๆๆๆ ราคานี้ เวอวังอะรังการเกินไปมุ้ย," [[""ราคา"", ""neg"", ""แพง""], [""ราคานี้"", ""neg"", ""เวอวังอะรังการเกินไปมุ้ย""]]"
มันสวย ดูกระทัดรัด แต่ไม่เหมาะทางดำ เพราะทำความเร็วไม่ค่อยได้ มันเหมาะสำหรับขา Off Road ตัวจริง คิดให้ดีก่อนลงทุน," [[""สวย"", ""pos"", ""กระทัดรัด""],[""เหมาะทางดำ"", ""neg"", ""ทำความเร็วไม่ค่อยได""],[""เหมาะสำหรับขา Off Road"", ""pos"", """"]"
เมืองนอกคือรถธรรมดาๆ มากๆคันนึง มาไทยกลายเป็นลิมิเต็ดเฉย  ราคานี้กลับวัสดุภายใน ขอไปแร๊พเตอร์หรือเอฟเวอเรสดีกว่า อย่างGR ยาริสมันแพงแต่ราคามันสมเหตุสมผล แรงช่วงล่างเทพ," [[""เมืองนอก"", ""neg"", ""รถธรรมดา""], [""วัสดุภายใน"", ""neg"", ""ขอไปแร๊พเตอร์""], [""GR ยาริสม"", ""pos"", ""แพงแต่ราคามันสมเหตุสมผล""], [""ช่วงล่าง"", ""pos"", ""เทพ""]]"
รถโคตรน่ารัก แต่ราคาในบ้านเราไม่น่ารักเลย," [[""รถ"", ""pos"", ""น่ารัก""],[""ราคา"", ""neg"", ""ไม่น่ารัก""]]"
รถสวยมากครับ ดูกระทัดรัดไซส์น่ารัก แต่ราคาในบ้านเราไม่น่ารักด้วยเลย," [[""รถ"", ""pos"", ""สวยมาก""], [""รถ"", ""pos"", ""กระทัดรัดไซส์น่ารัก""], [""ราคา"", ""neg"", ""ไม่น่ารักด้วยเลย""]]"
ราคาโหดดีครับ แต่สวย,"[[""ราคา"", ""neg"", ""โหด""], [""ดีไซน์"", ""pos"", ""สวย""]]"
"""เป็น Hybrid สายแรง ไม่ประหยัด"" จบ","[[""เป็น Hybrid"", ""neg"", ""สายแรง""], [""ไม่ประหยัด"", ""neg"", """"]]"
"กล้องรอบคันก็ไม่มี,ที่เท้าแขนเบาะหลังไม่มีให้,ฝาท้ายไฟฟ้าก็ไม่มี,ไปตัดออกออฟชั่นบางทีจำเป็น,","[[""กล้องรอบคัน"", ""neg"", []], [""ที่เท้าแขนเบาะหลัง"", ""neg"", []], [""ฝาท้ายไฟฟ้า"", ""neg"", []], [""ออฟชั่นบางที"", ""pos"", [""จำเป็น""]]]"
กว้างใหญ่แรงกว่าทุกรุ่นในคราสเดียวกัน ไม่แปลกใจที่มันกินน้ำมัน อยู่ที่ผู้บริโภคแล้วมีตัวเลือกเยอะแยะมากมาก ชอบใครชอบมันส่วนตัวผมว่าสวยนะ,"[[""กว้างใหญ่"", ""pos"", ""แรงกว่าทุกรุ่นในคราสเดียวกัน""], [""ไม่แปลกใจที่มันกินน้ำมัน"", ""pos"", ""มันกินน้ำมัน""], [""ชื่นชอบ"", ""pos"", ""ชอบ""], [""สวย"", ""pos"", ""สวย""]]"
ของจริงสวยแน่นดี รถประตูหนักเหล็กแข็งดีแน่นตึบๆเลยยยยย," [[""ของจริง"", ""pos"", ""สวยแน่นดี""], [""รถประตูหนักเหล็ก"", ""pos"", ""แข็งดีแน่นตึบๆเลยยยยย""]]"
เครื่องเดิม ตัดออฟชั่นถูกลงแสน เคริ่องเดิม สูบเหมือนเดิม สิ่งที่ต้องแก้ไม่แก้ ไหวไหม ปัญหาไม่แก้เปลี่ยนโฉม มันจะไหวไหมอะ ถ้ายังกินน้ำมันหนักอยู่ HEV แบบไหนน้อ," [[""เครื่องเดิม"", ""pos"", ""ตัดออฟชั่นถูกลงแสน""], [""เครื่องเดิม"", ""pos"", ""สูบเหมือนเดิม""], [""สิ่งที่ต้องแก้ไม่แก้"", ""neg"", []], [""ปัญหาไม่แก้เปลี่ยนโฉม"", ""neg"", []], [""มันจะไหวไหมอะ"", ""neg"", []], [""ถ้ายังกินน้ำมันหนักอยู่"", ""neg"", []], [""HEV แบบไหนน้อ"", ""neg"", []]]"
"จะเล่า!! ผมใช้โจไลออน ตัวท็อป มาปีครึ่งละคับ
ตั้งแต่ใช้มา ไม่เคยเจอปัญหาอะไรเลย ออพชั่นครบ ขับสนุก สุดๆ และที่ชอบคือ มันสวย มันน่ารักมากๆ
ยิ่งขับ ยิ่งใช้ ยิ่งรัก","[[""จะเล่า"", ""pos"", ""สวย"", ""น่ารัก""], [""ผมใช้โจไลออน"", ""pos"", ""ขับสนุก""], [""ตัวท็อป"", ""pos"", ""ครบ""], [""ไม่เคยเจอปัญหาอะไรเลย"", ""pos"", ""ไม่มีปัญหา""]]"
ชอบนะ รถสวย แต่ตัดใจ เพราะกินน้ำมันเกิน แต่ถ้ารวยเงินเยอะ คงไม่ติด,"[[""รถ"", ""pos"", ""ชอบ""], [""รถ"", ""neg"", ""กินน้ำมันเกิน""], [""เงิน"", ""pos"", ""รวยเงินเยอะ""]]"
ชอบหน้าสปอร์ต แต่ชอบออฟชั่นอัลตร้า,"[[""หน้าสปอร์ต"", ""pos"", ""ชอบ""],[""ออฟชั่น"", ""pos"", ""อัลตร้า""]]"
ใช้ ultra มา 2 ปี รถดี ไม่เจอปัญหาจุกจิก เบาะหลังกว้างนั่งสบาย การออกตัวดี ขับในเมืองสบายๆ เข้าศูนย์เชคระยะไม่ต้องเสียตัง,"[[""รถ"", ""pos"", ""ดี"", ""ไม่เจอปัญหาจุกจิก"", ""เบาะหลังกว้างนั่งสบาย"", ""การออกตัวดี"", ""ขับในเมืองสบายๆ"", ""เข้าศูนย์เชคระยะไม่ต้องเสียตัง""]]"
ใช้มา สามเดือนละขับสนุกมาก อัตราน้ำมัน 17-19/l ถ้าเรารู้จักคุ้นเคยกินน้ำมันก็จะอยู้แถวๆนี้ ราคานี้ถือว่าคุ้ม เรถสวยข้าศูนย์ก็ฟรี," [[""ใช้มา"", ""pos"", ""สามเดือนละขับสนุกมาก""], [""อัตราน้ำมัน"", ""neg"", ""17-19/l""], [""ราคานี้"", ""pos"", ""คุ้ม""], [""รถสวย"", ""pos"", ""ฟรี""]]"
ใช้อยู่ครับ ปัญหาประจำรุ่นคือ 1.รูปเต่าขึ้น มีปัญหาเรื่องเกียร์ 2.ฝาครอบดุมล้อหลุด,"[[""รถ"", ""pos"", ""ใช้อยู่""], [""ปัญหาประจำรุ่น"", ""neg"", ""1.รูปเต่าขึ้น""], [""เกียร์"", ""neg"", ""เรื่องเกียร์""], [""ฝาครอบดุมล้อ"", ""neg"", ""หลุด""]]"
"ตามในกลุ่มและเคยได้ทดลองขับ รถขับดีมาก นิ่มสมูท ช่วงล่างดีมาก  โปรก็เริ่มดี สวนปัญหาจุกจิกก็ที่มีก็พอมองข้ามได้ 
เราได้เทสรถของค่ายนี้เกือบทุกคันนะ เราว่าฟิลลิ่งรถค่ายนี้ดีแทบทุกคันเลย","[[""รถ"", ""pos"", ""ขับดีมาก"", ""นิ่มสมูท""], [""ช่วงล่าง"", ""pos"", ""ดีมาก""], [""โปร"", ""pos"", ""เริ่มดี""], [""ปัญหา"", ""neg"", ""จุกจิก""], [""ฟิลลิ่งรถ"", ""pos"", ""ดีแทบทุกคันเลย""]]"
ถ้าภายในเป็นดำทั้งหมดจะให้ความดุดันมากกว่านี้อีกน่าเสียดาย,"[[""ภายใน"", ""neg"", ""ดำทั้งหมด""], [""ความดุดัน"", ""pos"", ""มากกว่านี้""], [""น่าเสียดาย"", ""neg"", """"]]"
ที่พักแขนของผู้โดยสารตอนหลังไม่ควรตัดออก,"[[""ที่พักแขน"", ""neg"", ""ไม่ควรตัดออก""]]"
เป็น?ไฮบริด?แต่ทำได้แค่? 8-10 กม./ลิตร? ถือว่าน่าผิดหวังนะ? กินน้ำมัน?เกินไป?นะ," [[""เป็น"", ""neg"", ""แค่""], [""ไฮบริด"", ""neg"", ""น่าผิดหวัง""], [""กินน้ำมัน"", ""neg"", ""เกินไป""]]"
ผมใช้มา2ปี ไม่มีปัญหาครับ แดกน้ำมันกว่า ญี่ปุ่นหน่อย นอกนั้นดีกว่าหมด,"[[""รถ"", ""pos"", ""ไม่มีปัญหา""], [""น้ำมัน"", ""neg"", ""กว่า""], [""ญี่ปุ่น"", ""pos"", ""ดีกว่าหมด""]]"
ผมว่าคุ้มกว่าทุกรุ่น ในราคาย่านนี้   ซื้อมาใช้งาน  ขับขี่นั่งสบายๆ  ใหญ่ๆกว้างขวาง  แต่ไม่ควรขายต่อ  ระยะ10ปี  ใช้ไปคุ้มแล้ว,"[[""คุ้ม"", ""pos"", ""คุ้มกว่าทุกรุ่น""], ["""", ""pos"", ""ซื้อมาใช้งาน""], ["""", ""pos"", ""ขับขี่นั่งสบายๆ""], [""ใหญ่ๆ"", ""pos"", ""ใหญ่ๆกว้างขวาง""], ["""", ""neg"", ""ไม่ควรขายต่อ""], [""ระยะ"", ""pos"", ""ระยะ10ปี""], ["""", ""pos"", ""ใช้ไปคุ้มแล้ว""]]"
พอเป็นสีดำแล้วดุ หล่อ ขึ้นเยอะ มองไปมองมา ก็ .cr- v rs e-hev ก็เหมือนกันน่า,"[[""สีดำ"", ""pos"", ""ดุ""], [""หล่อ"", ""pos"", ""ขึ้นเยอะ""], [""มองไปมองมา"", ""pos"", ""ก็""], [""cr-v"", ""pos"", ""rs e-hev""], [""ก็เหมือนกัน"", ""pos"", ""น่า""]]"
พี่ใหญ่แห่ง B segment ใหญ่ที่สุดใน segment แรงที่สุดอีก น่าจะใช้เหล็กหนาและหนักที่สุดด้วย," [[""พี่ใหญ่"", ""pos"", ""ใหญ่ที่สุด""], [""แรง"", ""pos"", ""แรงที่สุด""], [""เหล็ก"", ""pos"", ""หนาและหนักที่สุด""]]"
ไฟหน้าตรงลากยาวๆ ดูเยอะไป,"[[""ไฟหน้า"", ""neg"", ""ดูเยอะไป""]]"
รถจีนเค้าใช้ความสะดวกสบาย ไฮเทค หรุหร่า ราคา และของเล่นมาล่อลูกค้า น่าซื้อใช้มาก   แต่ความเชื่อมั่นในสินค้า การบริการ ศูนย์ ฯลฯ ทำให้ลังเลพอสมควร,"[[""รถ"", ""pos"", ""ความสะดวกสบาย"", ""pos"", ""ไฮเทค"", ""pos"", ""หรุหร่า"", ""pos"", ""ราคา"", ""pos"", ""ของเล่น"", ""pos"", ""มาล่อลูกค้า"", ""pos"", ""น่าซื้อใช้มาก""], [""ความเชื่อมั่นในสินค้า"", ""neg"", ""การบริการ"", ""neg"", ""ศูนย"", ""neg""]]"
รถจีนดีไซน์สวยและหรูกว่ารถญี่ปุ่นเยอะเลย ราคาไม่แพง เดี๋ยวนี้รับประกันคุณภาพเหมือนรถญี่ปุ่นเลย," [[""รถจีน"", ""pos"", ""สวยและหรู""], [""รถจีน"", ""pos"", ""ไม่แพง""], [""รถญี่ปุ่น"", ""pos"", ""รับประกันคุณภาพ""]]"
รถสวย แต่ดันกินเปลืองไปหน่อย," [[""รถ"", ""pos"", ""สวย""],[""ดัน"", ""neg"", ""กินเปลือง""]]"
ลด option ความปลอดภัย เยอะไปหน่อย,"[[""ความปลอดภัย"", ""neg"", ""เยอะไปหน่อย""]]"
สวย เท่ห์ ดูดีครับ....ราคาใช้ได้  Option ใช้ได้ Furniture ภายในก็ใช้ได้เมื่อเทียบกับราคาที่เสนอมาเอามาเป็นตัวเปรียบเทียบของรถแบรนด์ญี่ปุ่นครับ.,"[[""สวย"", ""pos"", ""สวย""], [""เท่ห์"", ""pos"", ""เท่ห์""], [""ดูดี"", ""pos"", ""ดูดี""], [""ราคา"", ""pos"", ""ใช้ได้""], [""Option"", ""pos"", ""ใช้ได้""], [""Furniture"", ""pos"", ""ใช้ได้""]]"
สวย..แต่ซด..ออฟชั่นน้อยไป,"[["""", ""pos"", ""สวย""],["""", ""neg"", ""ซด""],[""ออฟชั่น"", ""neg"", ""น้อยไป""]]"
สวยขึ้นเยอะเลยได้ฟิวcrvแต่ราคาดีกว่าบานเลย," [[""สวย"", ""pos"", ""สวยขึ้นเยอะเลย""], [""ฟิวcrv"", ""pos"", ""ได้""], [""ราคา"", ""pos"", ""ดีกว่าบานเลย""]]"
สีดำอย่างดุ เสียดายแค่เรื่อง อัตราการประหยัดน้ำมัน," [[""สีดำ"", ""pos"", ""ดุ""],[""อัตราการประหยัดน้ำมัน"", ""neg"", ""แค่เรื่อง""]]"
"เหตุผลที่มันขายไม่ดี
- หน้าตาไม่สวย ดูยังไงก็ไม่สวย ไม่เหมือนH6ที่ดูภูมิฐานสมราคา 
- ไฮบริดแต่กินน่ำมัน
- ลูกค้ากลุ่มนี้ต้องการรถสวย ประหยัด มากกว่าความแรง
- คู่แข่งแพงกว่าแต่ดูน่าใช้กว่ามาก HR-Vสวย Crossดูดีและแบรนด์ดูน่าเชื่อถือ

ไหนๆทำตัวสปอร์ตแล้ว ช่วยเล่นสีให้ดูจ๊าบๆหน่อยก็ได้ เทานม เทาเขียวแบบที่กำลังนิยม ราคาขนาดนี้ก็น่าจะได้ใจวัยรุ่นไม่น้อย"," [[""เหตุผล"", ""neg"", ""ไม่สวย"", ""H6"", ""ภูมิฐานสมราคา""], [""หน้าตา"", ""neg"", ""ไม่สวย""], [""ไฮบริด"", ""neg"", ""กินน้ำมัน""], [""ลูกค้ากลุ่มนี้"", ""neg"", ""ไม่สวย"", ""ประหยัด"", ""ความแรง""], [""คู่แข่ง"", ""neg"", ""แพงกว่า"", ""ดูน่าใช้กว่า"", ""HR-V"", ""สวย"", ""Cross"", ""ดูดี"", ""แบรนด์"", ""น่าเชื่อถือ""], [""สปอร์ต"", ""pos"", ""เทานม"", ""เทาเขียว"", ""กำลังนิยม"", ""ราคาขนาดนี้"", ""วัยรุ่น""]]"
เห็นด้วยเรื่องเสียงไฟเลี้ยวครับ ดังเกินจริงๆ," [[""เสียงไฟเลี้ยว"", ""pos"", ""ดังเกิน""]"
เหนื่อยใจไฟหน้าไฟท้าย ที่เหลือดีหมดละ,"[[""ไฟหน้าไฟท้าย"", ""neg"", ""เหนื่อยใจ""],[""ที่เหลือ"", ""pos"", ""ดีหมดละ""]]"
โอ้โห สนใจทุกอย่างเลย ยกเว้นประเด็นสำคัญคือน้ำมัน เนี่ยละ จะขายไม่ได้ก็ตรงนี้,"[[""ประเด็นสำคัญ"", ""neg"", ""น้ำมัน""],[""ทุกอย่าง"", ""pos"", """"]]"
ไฮบริดขับในเมือง ได้ 13โลลิตร กินมากๆ,"[""ไฮบริด"", ""pos"", ""13โลลิตร"", ""กินมากๆ""]"
E power ดียอมรับ แต่รูปโฉมมันเก่าไปแล้ว ภายในก็นะ ดันมาติดสติกเกอร์ให้สวยน้อยลงอีก ราคาก็ ยอดขายมันฟ้องตัวมันเอง การตลาดพอๆกับมาสด้าครับ,"[[""E power"", ""pos"", ""ดียอมรับ""], [""รูปโฉม"", ""neg"", ""เก่าไปแล้ว""], [""ภายใน"", ""neg"", ""ดันมาติดสติกเกอร์""], [""ราค"", ""neg"", ""ยอดขาย""], [""การตลาด"", ""pos"", ""พอๆกับมาสด้า""]]"
Kicks คันนี้ขับดีครับ,"[[""Kicks"", ""pos"", ""ขับดี""]]"
Kicksพี่ยังแอร์พังอยู่เลยค้าบบบบบ รอRecallอยู่ในมุมนี้แบบเสียงดังๆละกัน,"[[""Kicks"", ""neg"", ""แอร์พัง""], [""Recall"", ""pos"", ""เสียงดัง""]]"
Nissan คือแบรนด์ที่เรารัก แต่พี่เหมือนไม่เข้าใจคนไทย ทั้งออฟชั่นและราคา,"[[""Nissan"", ""pos"", ""รัก""],[""แบรนด์"", ""neg"", ""ไม่เข้าใจคนไทย""],[""ออฟชั่น"", ""neg"", ""ไม่เข้าใจคนไทย""],[""ราคา"", ""neg"", ""ไม่เข้าใจคนไทย""]]"
Nissan เป็นรถที่ต้องไปลองขับจริงๆครับถึงจะรู้ว่ามันขับดีจริงๆจากใจที่ไม่เคยมองยี่ห้อนี้เลย จนตอนนี้บ้านจะมีคันที่ 2 แล้ว,"[[""Nissan"", ""pos"", ""ขับดี""]]"
กระจังหน้าสวยดูดีขึ้นกว่าตัวเก่า," [[""กระจังหน้า"", ""pos"", ""สวยดูดีขึ้น""]"
ขับดีมาก ใช้มา 1ปี 3เดือน เข้า กทม  ประหยัดมาก  จริงๆ ขับ ไม่อืด ไม่อึดอัด,"[[""ขับ"", ""pos"", ""ดีมาก""], [""ใช้"", ""pos"", ""1ปี 3เดือน""], [""เข้า"", ""pos"", ""กทม""], [""ประหยัด"", ""pos"", ""มาก""], [""จริงๆ"", ""pos"", ""ขับ""], [""ไม่อืด"", ""pos"", ""ไม่อึดอัด""]]"
ขับตัว my23 มาเข้าเดือนที่3แล้ว เป็นรุ่นที่เปลี่ยนคอมแอร์มาตั้งแต่โรงงาน ตอนนี้แอร์ยังไม่มีปัญหาใด ๆ รถขับสนุกมาก คุ้มค่าราคา พอใจมาก เลือกไม่ผิดจริง ๆ,"[[""ตัว"", ""pos"", ""my23""],[""คอมแอร์"", ""pos"", ""โรงงาน""],[""รถ"", ""pos"", ""ขับสนุก"", ""คุ้มค่าราคา"", ""พอใจมาก"", ""ไม่ผิดจริง""]]"
ขับสนุกมากครับ รถดีครับ คุณภาพส่งออกประเทศญี่ปุ่น," [[""ขับสนุก"", ""pos"", ""มากครับ""],[""รถ"", ""pos"", ""ดีครับ""],[""คุณภาพ"", ""pos"", ""ส่งออกประเทศญี่ปุ่น""]]"
คุ้มค่าคุ้มราคา,"[[""ราคา"", ""pos"", ""คุ้มค่า""]]"
เคยนั่งเบาะหลังอึดอัดไปหน่อย ไม่รู้ว่าเจนใหม่จะขยายพื้นที่เบาะหลังมั้ย,"[[""เบาะหลัง"", ""neg"", ""อึดอัด""],[""พื้นที่เบาะหลัง"", ""pos"", ""ขยาย""]]"
เคยลองแล้วครับ ฟิลลิ่งรถไฟฟ้าเต็มๆ ด้านหลังแคบหน่อย,"[[""รถไฟฟ้า"", ""pos"", ""ฟิลลิ่ง""], [""ด้านหลัง"", ""neg"", ""แคบ""]]"
ใครจะกล้าออกศูนย์บริการปิดตัวลงงหลายที่ทางนืสสันทำตัวเองมีรถดีขายต่างประเทศแต่เมืองไทยไม่มีรถใหม่มาเปิดตัวมีแต่ขายเดิมๆเช่นKicksถ้ายังเป็นแบบนี้ได้กลับบ้านที่ญี่ปุ่นตามเพื่อนแน่ๆ,"[[""ศูนย์บริการ"", ""neg"", ""ปิดตัวลง""],[""รถใหม่"", ""neg"", ""ไม่มีเปิดตัว""],[""Kicks"", ""neg"", ""ขายเดิมๆ""]]"
จอง autechวันเปิดตัวปีทีแล้ว รอรถค่อนข้างนาน,"[[""จอง"", ""pos"", ""ปีทีแล้ว""],[""รอรถ"", ""neg"", ""ค่อนข้างนาน""]]"
ชอบ blind spot ไฟเตือนอยู่ข้างใน ชัดดี,"[[""blind spot"", ""pos"", ""ชอบ""],[""ไฟเตือน"", ""pos"", ""ชัดดี""]]"
ชอบจังจะลองไปดูที่โชรูม,"[""รถ"",""pos"",""ชอบ""]"
ชอบตรงที่พูดถึงเรื่องฮีตเตอร์เพราะส่วนใหญ่จะบอกว่าไม่จำเป็นเนื่องจากตัวเองไม่ได้ไปเจอสถานการณ์อากาศเย็นหรือฝนตกหนักเธอช่วยได้มากแก้ปัญหาเรื่องฝ้าได้ไม่ใช่รถที่มี 2 ระบบเคยเจอปัญหาเรื่องฝ้าในรถรุ่นเดียวกันมีปัญหาเรื่องฝ้าตลอดเพราะเขาใช้รุ่นรองที่ไม่มีฮิตเตอร์,"[[""ฮีตเตอร์"", ""pos"", ""ไม่จำเป็น""], [""ฮีตเตอร์"", ""pos"", ""แก้ปัญหาเรื่องฝ้า""], [""รถที่มี 2 ระบบ"", ""pos"", ""ไม่มีปัญหาเรื่องฝ้า""]]"
ชอบเทคโนโลยี ขับสนุก ขับสบาย อัตราเร่งดี ขับทางชันภูเขากดเร่งนิ่มจริงๆ ขับลงทางชันแทบจะไม่ได้แตะเบรคเลย เพราะมีระบบช่วยเบรคมาให้ อัตราการประหยัดน้ำมันประมาณ 24-25 กม./ลิตร อยู่ในเกณฑ์ที่รับได้ ข้างในห้องโดยสารค่อนข้างเล็กเมื่อเทียบกับรถยี่ห้ออื่นในรุ่นเดียวกัน แต่ครอบครัวผมมีกันแค่ 3 คนกำลังเหมาะพอดี,"[[""เทคโนโลยี"", ""pos"", ""ชอบ""], [""ขับขี่"", ""pos"", ""ขับสนุก"", ""ขับสบาย"", ""อัตราเร่งดี"", ""ขับทางชันภูเขากดเร่งนิ่มจริงๆ"", ""ขับลงทางชันแทบจะไม่ได้แตะเบรคเลย"", ""เพราะมีระบบช่วยเบรคมาให้""], [""อัตราการประหยัดน้ำมัน"", ""pos"", ""ประมาณ 24-25 กม./ลิตร""], [""ห้องโดยสาร"", ""neg"", ""ค่อนข้างเล็กเมื่อเทียบกับรถยี่ห้ออื่นในรุ่นเดียวกัน""], [""ครอบครัว"", ""pos"", ""ครอบครัวผมมีกันแค่ 3 คนกำลังเหมาะพอดี""]]"
ชอบเลย จัดมาแล้ว 17 สค.67  วิ่งฉิว ประหยัด ขับสนุก เครื่องเงียบ เร่งแซงดีมาก ประทับใจ มากๆ,"[[""ชอบ"", ""pos"", ""ชอบเลย""], [""จัดมาแล้ว"", ""pos"", ""17 สค.67""], [""วิ่งฉิว"", ""pos"", ""วิ่งฉิว""], [""ประหยัด"", ""pos"", ""ประหยัด""], [""ขับสนุก"", ""pos"", ""ขับสนุก""], [""เครื่องเงียบ"", ""pos"", ""เครื่องเงียบ""], [""เร่งแซงดีมาก"", ""pos"", ""เร่งแซงดีมาก""], [""ประทับใจ"", ""pos"", ""ประทับใจ""], [""มากๆ"", ""pos"", ""มากๆ""]]"
"ใช้ Autech ยางยังเดิมเติมลมแข็งขึ้นนิดนึง เพิ่งเคลมคอมแอร์กับอินเวอร์เตอร์ไป ตอนนี้ 18,8xx โลละยังขับสนุกเหมือนเดิม ถังนึงไม่เคยต่ำกว่า 20 โลลิตร ขับสนุก คุ้มราคา","[[""ยาง"", ""pos"", ""ยังเดิม""], [""เติมลม"", ""pos"", ""แข็งขึ้นนิดนึง""], [""คอมแอร์"", ""pos"", ""เคลมไป""], [""อินเวอร์เตอร์"", ""pos"", ""เคลมไป""], [""ถัง"", ""pos"", ""ไม่เคยต่ำกว่า 20 โลลิตร""], [""ขับสนุก"", ""pos"", ""คุ้มราคา""]]"
ใช้ my 23 5 เดือนแล้ว ขับยังไม่มีปัญหา ยางเหมือนเดิม ขับสนุกมาก ประหยัดน้ำมันกว่าเดิมเยอะ ชอบ e-padle ไม่ต้องเบรค แค่ถอยคันเร่ง รถก็เบรคให้ ถือว่า ใช้ดีนะ,"[[""รถ"", ""pos"", ""ขับยังไม่มีปัญหา""], [""ยาง"", ""pos"", ""ยางเหมือนเดิม""], [""e-padle"", ""pos"", ""ไม่ต้องเบรค""], [""รถ"", ""pos"", ""ประหยัดน้ำมันกว่าเดิมเยอะ""]]"
ใช้งานแล้วลงตัวดีขับสนุกครับอารมย์รถยนต์ไฟฟ้านั่ง๕คนสบายๆครับ,"[[""อารมย์รถยนต์ไฟฟ้า"", ""pos"", ""ขับสนุก""], [""สบาย"", ""pos"", """"]]"
ซื้อน้องkickมาแล้ว 6เดือน...กว่ายังรักอยู่ขับสนุกมาก," [[""น้องkick"", ""pos"", ""ขับสนุกมาก""]]"
เซ็นเซอร์รอบคันก็ยังไม่ให้เหมือนเดิม," [[""เซ็นเซอร์รอบคัน"", ""neg"", ""ยังไม่ให้เหมือนเดิม""]]"
ดีไซนกระเปิ้ปกระป้าปไปหน่อย," [[""ดีไซน์"", ""neg"", ""กระเปิ้ปกระป้าปไปหน่อย""]"
ดูโบราน ภายในอย่างเชย อ้อฟชั่นก้น้อย แถมราคาแพงงง,"[[""ดูโบราน"", ""neg"", ""เชย""], [""ออฟชั่น"", ""neg"", ""ก้น้อย""], [""ราคา"", ""neg"", ""แพงงง""]]"
ตอนนี้ผมมีความสุขกับ Kicks. มากๆ หน้าตาสวย  ประหยัดน้ำมันมาก,"[[""Kicks"", ""pos"", ""มาก""], [""หน้าต"", ""pos"", ""สวย""], [""ประหยัดน้ำมัน"", ""pos"", ""มาก""]]"
ตอนแรกสนใจ พอไปลองนั่งที่งานมอเตอร์โชว์ เบาะนั่งไม่สบาย,"[[""รถยนต์"", ""pos"", ""สนใจ""],[""เบาะนั่ง"", ""neg"", ""ไม่สบาย""]]"
แต่ภายในมันเชยแล้วครับ อยากให้เอา 2025 เข้ามาขาย คนไทยนอกจากทนใช้รถแพงแล้วยังต้องใช้รถตกรุ่นอีก,"[[""ภายใน"", ""neg"", ""เชย""],[""รถ"", ""pos"", ""2025""],[""รถ"", ""neg"", ""แพง"", ""ตกรุ่น""]]"
