text,label
JASIF ร่วง 7% เซ่นไตรมาส 3 พลิกขาดทุนหมื่นล้าน เหตุพอร์ตลงทุนติดลบ,<SYMBOL> JASIF <ASPECT> พอร์ตลงทุน <OPINION> ติดลบ <NEG>
DOHOME บวก 7% นิวไฮรอบ 4 เดือน หลังโชว์งบ Q3 กำไรโต 80%,<SYMBOL> DOHOME <OPINION> บวก <POS>
DOHOME บวก 7% นิวไฮรอบ 4 เดือน หลังโชว์งบ Q3 กำไรโต 80%,<SYMBOL> DOHOME <OPINION> นิวไฮ <POS>
DOHOME บวก 7% นิวไฮรอบ 4 เดือน หลังโชว์งบ Q3 กำไรโต 80%,<SYMBOL> DOHOME <ASPECT> งบ <OPINION> กำไรโต <POS>
BEYOND แย้มไตรมาส 4 โตต่อ ดันทั้งปี “เทิร์นอะราวด์” รายได้ทะลัก 2.8 พันล้าน,<SYMBOL> BEYOND <OPINION> โตต่อ <POS>
BEYOND แย้มไตรมาส 4 โตต่อ ดันทั้งปี “เทิร์นอะราวด์” รายได้ทะลัก 2.8 พันล้าน,<SYMBOL> BEYOND <ASPECT> เทิร์นอะราวด์ <OPINION> ดัน <POS>
BEYOND แย้มไตรมาส 4 โตต่อ ดันทั้งปี “เทิร์นอะราวด์” รายได้ทะลัก 2.8 พันล้าน,<SYMBOL> BEYOND <ASPECT> รายได้ <OPINION> ทะลัก <POS>
MTC มั่นใจปีนี้โต 20% หลัง “พอร์ตสินเชื่อ” Q3 แตะ 1.39 แสนล้านบาท,<SYMBOL> MTC <ASPECT> พอร์ตสินเชื่อ <OPINION> โต <POS>
MTC มั่นใจปีนี้โต 20% หลัง “พอร์ตสินเชื่อ” Q3 แตะ 1.39 แสนล้านบาท,<SYMBOL> MTC <ASPECT> พอร์ตสินเชื่อ <OPINION> แตะ <POS>
DRT รายได้ขาย-บริการทะลัก! ดันกำไร Q3 โต 29% แตะ 168 ล้าน,<SYMBOL> DRT <ASPECT> รายได้ <OPINION> ทะลัก <POS>
DRT รายได้ขาย-บริการทะลัก! ดันกำไร Q3 โต 29% แตะ 168 ล้าน,<SYMBOL> DRT <ASPECT> กำไร <OPINION> ดัน <POS>
DRT รายได้ขาย-บริการทะลัก! ดันกำไร Q3 โต 29% แตะ 168 ล้าน,<SYMBOL> DRT <ASPECT> กำไร <OPINION> โต <POS>
DRT รายได้ขาย-บริการทะลัก! ดันกำไร Q3 โต 29% แตะ 168 ล้าน,<SYMBOL> DRT <ASPECT> กำไร <OPINION> แตะ <POS>
AWC กำไร 9 เดือนโต 40% รับรายได้โรงแรมฟื้น,<SYMBOL> AWC <ASPECT> กำไร <OPINION> โต <POS>
AWC กำไร 9 เดือนโต 40% รับรายได้โรงแรมฟื้น,<SYMBOL> AWC <ASPECT> รายได้ <OPINION> ฟื้น <POS>
BCPG รายได้ Q3 แตะ 1.5 พันล้าน รับธุรกิจโรงไฟฟ้าโตเด่น,<SYMBOL> BCPG <ASPECT> รายได้ <OPINION> แตะ <POS>
BCPG รายได้ Q3 แตะ 1.5 พันล้าน รับธุรกิจโรงไฟฟ้าโตเด่น,<SYMBOL> BCPG <ASPECT> ธุรกิจโรงไฟฟ้า <OPINION> โตเด่น <POS>
DOHOME ต้นทุนขายลด! ดันกำไร Q3 โต 80% แตะ 90 ล้าน,<SYMBOL> DOHOME <ASPECT> ต้นทุนขาย <OPINION> ลด <POS>
DOHOME ต้นทุนขายลด! ดันกำไร Q3 โต 80% แตะ 90 ล้าน,<SYMBOL> DOHOME <ASPECT> กำไร <OPINION> ดัน <POS>
DOHOME ต้นทุนขายลด! ดันกำไร Q3 โต 80% แตะ 90 ล้าน,<SYMBOL> DOHOME <ASPECT> กำไร <OPINION> โต <POS>
DOHOME ต้นทุนขายลด! ดันกำไร Q3 โต 80% แตะ 90 ล้าน,<SYMBOL> DOHOME <ASPECT> กำไร <OPINION> แตะ <POS>
ITEL ต้นทุนบริการลด!  ดันกำไร Q3 โต 26% แตะ 68 ล้าน,<SYMBOL> ITEL <ASPECT> ต้นทุนบริการ <OPINION> ลด <POS>
ITEL ต้นทุนบริการลด!  ดันกำไร Q3 โต 26% แตะ 68 ล้าน,<SYMBOL> ITEL <ASPECT> กำไร <OPINION> ดัน <POS>
ITEL ต้นทุนบริการลด!  ดันกำไร Q3 โต 26% แตะ 68 ล้าน,<SYMBOL> ITEL <ASPECT> กำไร <OPINION> โต <POS>
ITEL ต้นทุนบริการลด!  ดันกำไร Q3 โต 26% แตะ 68 ล้าน,<SYMBOL> ITEL <ASPECT> กำไร <OPINION> แตะ <POS>
J รายได้ค่าเช่าพุ่ง-ปรับมูลค่ายุติธรรมเงินลงทุน ดันกำไร Q3 โต 6 เท่าตัว,<SYMBOL> J <ASPECT> รายได้ <OPINION> พุ่ง <POS>
J รายได้ค่าเช่าพุ่ง-ปรับมูลค่ายุติธรรมเงินลงทุน ดันกำไร Q3 โต 6 เท่าตัว,<SYMBOL> J <ASPECT> กำไร <OPINION> ดัน <POS>
J รายได้ค่าเช่าพุ่ง-ปรับมูลค่ายุติธรรมเงินลงทุน ดันกำไร Q3 โต 6 เท่าตัว,<SYMBOL> J <ASPECT> กำไร <OPINION> โต <POS>
J รายได้ค่าเช่าพุ่ง-ปรับมูลค่ายุติธรรมเงินลงทุน ดันกำไร Q3 โต 6 เท่าตัว,<SYMBOL> J <ASPECT> กำไร <OPINION> เท่าตัว <POS>
CPANEL รายได้หด-ค่าใช้จ่ายเพิ่ม! ฉุดกำไร Q3 เหลือ 13 ล้านบาท,<SYMBOL> CPANEL <ASPECT> รายได้ <OPINION> หด <NEG>
CPANEL รายได้หด-ค่าใช้จ่ายเพิ่ม! ฉุดกำไร Q3 เหลือ 13 ล้านบาท,<SYMBOL> CPANEL <ASPECT> ค่าใช้จ่าย <OPINION> เพิ่ม <NEG>
CPANEL รายได้หด-ค่าใช้จ่ายเพิ่ม! ฉุดกำไร Q3 เหลือ 13 ล้านบาท,<SYMBOL> CPANEL <ASPECT> กำไร <OPINION> ฉุด <NEG>
JTS รายได้ลด-ค่าใช้จ่ายเพิ่ม! ฉุดงบ Q3 พลิกขาดทุน 10 ล้านบาท,<SYMBOL> JTS <ASPECT> รายได้ <OPINION> ลด <NEG>
JTS รายได้ลด-ค่าใช้จ่ายเพิ่ม! ฉุดงบ Q3 พลิกขาดทุน 10 ล้านบาท,<SYMBOL> JTS <ASPECT> ค่าใช้จ่าย <OPINION> เพิ่ม <NEG>
JTS รายได้ลด-ค่าใช้จ่ายเพิ่ม! ฉุดงบ Q3 พลิกขาดทุน 10 ล้านบาท,<SYMBOL> JTS <ASPECT> งบ <OPINION> ขาดทุน <NEG>
MTC งบ Q3 กำไร 1.29 พันล้าน อานิสงส์สินเชื่อ-สัญญาเช่าซื้อพุ่ง,<SYMBOL> MTC <ASPECT> งบ <OPINION> กำไร <POS>
MTC งบ Q3 กำไร 1.29 พันล้าน อานิสงส์สินเชื่อ-สัญญาเช่าซื้อพุ่ง,<SYMBOL> MTC <ASPECT> สินเชื่อ <OPINION> พุ่ง <POS>
MTC งบ Q3 กำไร 1.29 พันล้าน อานิสงส์สินเชื่อ-สัญญาเช่าซื้อพุ่ง,<SYMBOL> MTC <ASPECT> สัญญาเช่าซื้อ <OPINION> พุ่ง <POS>
QH รายได้อสังหาฯ-ค่าเช่าลด! กดกำไร Q3 เหลือ 633.74 ล้าน,<SYMBOL> QH <ASPECT> รายได้ <OPINION> ลด <NEG>
QH รายได้อสังหาฯ-ค่าเช่าลด! กดกำไร Q3 เหลือ 633.74 ล้าน,<SYMBOL> QH <ASPECT> กำไร <OPINION> กด <NEG>
QH รายได้อสังหาฯ-ค่าเช่าลด! กดกำไร Q3 เหลือ 633.74 ล้าน,<SYMBOL> QH <ASPECT> กำไร <OPINION> เหลือ <NEG>
JASIF พอร์ตลงทุนติดลบ ฉุดงบ Q3 พลิกขาดทุนหมื่นล้าน,<SYMBOL> JASIF <ASPECT> พอร์ตลงทุน <OPINION> ติดลบ <NEG>
JASIF พอร์ตลงทุนติดลบ ฉุดงบ Q3 พลิกขาดทุนหมื่นล้าน,<SYMBOL> JASIF <ASPECT> งบ <OPINION> ฉุด <NEG>
JASIF พอร์ตลงทุนติดลบ ฉุดงบ Q3 พลิกขาดทุนหมื่นล้าน,<SYMBOL> JASIF <ASPECT> งบ <OPINION> ขาดทุน <NEG>
KCE รายได้ขายหด! กดกำไรไตรมาส 3 เหลือ 519 ล้าน,<SYMBOL> KCE <ASPECT> รายได้ขาย <OPINION> หด <NEG>
KCE รายได้ขายหด! กดกำไรไตรมาส 3 เหลือ 519 ล้าน,<SYMBOL> KCE <ASPECT> กำไร <OPINION> กด <NEG>
SGP ต้นทุนขาย-บริการลด! ดันงบ Q3 พลิกกำไร 1.23 พันล้าน,<SYMBOL> SGP <ASPECT> ต้นทุน <OPINION> ลด <POS>
SGP ต้นทุนขาย-บริการลด! ดันงบ Q3 พลิกกำไร 1.23 พันล้าน,<SYMBOL> SGP <ASPECT> งบ <OPINION> ดัน <POS>
SGP ต้นทุนขาย-บริการลด! ดันงบ Q3 พลิกกำไร 1.23 พันล้าน,<SYMBOL> SGP <ASPECT> งบ <OPINION> กำไร <POS>
AIT รายได้ขาย-บริการหด! กดกำไร Q3 เหลือ 122.15 ล้านบาท,<SYMBOL> AIT <ASPECT> รายได้ <OPINION> หด <NEG>
AIT รายได้ขาย-บริการหด! กดกำไร Q3 เหลือ 122.15 ล้านบาท,<SYMBOL> AIT <ASPECT> กำไร <OPINION> กด <NEG>
INSET ค่าใช้จ่ายลด ดันกำไร Q3 โต 5% แตะ 36 ล้าน,<SYMBOL> INSET <ASPECT> ค่าใช้จ่าย <OPINION> ลด <POS>
INSET ค่าใช้จ่ายลด ดันกำไร Q3 โต 5% แตะ 36 ล้าน,<SYMBOL> INSET <ASPECT> กำไร <OPINION> ดัน <POS>
INSET ค่าใช้จ่ายลด ดันกำไร Q3 โต 5% แตะ 36 ล้าน,<SYMBOL> INSET <ASPECT> กำไร <OPINION> โต <POS>
BCPG กำไรไตรมาส 3 แตะ 564 ล้านบาท บุ๊กส่วนแบ่งโรงไฟฟ้าหนุน,<SYMBOL> BCPG <ASPECT> กำไร <OPINION> แตะ <NEU>
BCPG กำไรไตรมาส 3 แตะ 564 ล้านบาท บุ๊กส่วนแบ่งโรงไฟฟ้าหนุน,<SYMBOL> BCPG <ASPECT> บุ๊กส่วนแบ่งโรงไฟฟ้า <OPINION> หนุน <POS>
AP รายได้ขายอสังหาฯพุ่ง! ดันกำไร Q3 แตะ 1.7 พันล้าน โต 19%,<SYMBOL> AP <ASPECT> รายได้ <OPINION> พุ่ง <POS>
AP รายได้ขายอสังหาฯพุ่ง! ดันกำไร Q3 แตะ 1.7 พันล้าน โต 19%,<SYMBOL> AP <ASPECT> กำไร <OPINION> ดัน <POS>
AP รายได้ขายอสังหาฯพุ่ง! ดันกำไร Q3 แตะ 1.7 พันล้าน โต 19%,<SYMBOL> AP <ASPECT> กำไร <OPINION> โต <POS>
DCC รายได้ขายกระเบื้องหด กดกำไร Q3 เหลือ 296 ล้าน,<SYMBOL> DCC <ASPECT> รายได้ <OPINION> หด <NEG>
DCC รายได้ขายกระเบื้องหด กดกำไร Q3 เหลือ 296 ล้าน,<SYMBOL> DCC <ASPECT> กำไร <OPINION> กด <NEG>
สรุป SET100 เช้านี้ NEX บวกสูงสุด 3%,<SYMBOL> NEX <OPINION> บวกสูงสุด <NEU>
THREL โชว์งบ Q3 กำไร 30 ล้าน อานิสงส์เบี้ยรับโต 25%,<SYMBOL> THREL <ASPECT> งบ <OPINION> โชว์ <POS>
THREL โชว์งบ Q3 กำไร 30 ล้าน อานิสงส์เบี้ยรับโต 25%,<SYMBOL> THREL <ASPECT> งบ <OPINION> กำไร <POS>
THREL โชว์งบ Q3 กำไร 30 ล้าน อานิสงส์เบี้ยรับโต 25%,<SYMBOL> THREL <ASPECT> เบี้ยรับ <OPINION> โต <POS>
COCOCO บวก 3% เก็งงบ Q3 แจ่ม ลุ้นทั้งปีรายได้โตเข้าเป้า 30%,<SYMBOL> COCOCO <OPINION> บวก <POS>
COCOCO บวก 3% เก็งงบ Q3 แจ่ม ลุ้นทั้งปีรายได้โตเข้าเป้า 30%,<SYMBOL> COCOCO <ASPECT> งบ <OPINION> แจ่ม <POS>
COCOCO บวก 3% เก็งงบ Q3 แจ่ม ลุ้นทั้งปีรายได้โตเข้าเป้า 30%,<SYMBOL> COCOCO <ASPECT> รายได้ <OPINION> โตเข้าเป้า <POS>
KEX ร่วง 4% โบรกหั่นเป้าเหลือ 4.80 บ. หลังงบ Q3 ขาดทุนเพิ่ม 889 ล้านบาท,<SYMBOL> KEX <OPINION> ร่วง <NEG>
KEX ร่วง 4% โบรกหั่นเป้าเหลือ 4.80 บ. หลังงบ Q3 ขาดทุนเพิ่ม 889 ล้านบาท,<SYMBOL> KEX <ASPECT> เป้า <OPINION> หั่น <NEG>
KEX ร่วง 4% โบรกหั่นเป้าเหลือ 4.80 บ. หลังงบ Q3 ขาดทุนเพิ่ม 889 ล้านบาท,<SYMBOL> KEX <ASPECT> งบ <OPINION> ขาดทุน <NEG>
TIDLOR บวกแรง 5% หลังโชว์งบ Q3 กำไร “นิวไฮ” ทะลุพันล้าน,<SYMBOL> TIDLOR <OPINION> บวกแรง <POS>
TIDLOR บวกแรง 5% หลังโชว์งบ Q3 กำไร “นิวไฮ” ทะลุพันล้าน,<SYMBOL> TIDLOR <ASPECT> งบ <OPINION> โชว์ <POS>
TIDLOR บวกแรง 5% หลังโชว์งบ Q3 กำไร “นิวไฮ” ทะลุพันล้าน,<SYMBOL> TIDLOR <ASPECT> งบ <OPINION> กำไร <POS>
TIDLOR บวกแรง 5% หลังโชว์งบ Q3 กำไร “นิวไฮ” ทะลุพันล้าน,<SYMBOL> TIDLOR <ASPECT> กำไร <OPINION> นิวไฮ <POS>
TIDLOR บวกแรง 5% หลังโชว์งบ Q3 กำไร “นิวไฮ” ทะลุพันล้าน,<SYMBOL> TIDLOR <ASPECT> นิวไฮ <OPINION> ทะลุ <POS>
TIDLOR เช่าซื้อ-ค่าฟีพุ่ง ดันกำไร Q3 โต 12% แตะพันล้าน,<SYMBOL> TIDLOR <ASPECT> เช่าซื้อ-ค่าฟี <OPINION> พุ่ง <POS>
TIDLOR เช่าซื้อ-ค่าฟีพุ่ง ดันกำไร Q3 โต 12% แตะพันล้าน,<SYMBOL> TIDLOR <ASPECT> กำไร <OPINION> ดัน <POS>
TIDLOR เช่าซื้อ-ค่าฟีพุ่ง ดันกำไร Q3 โต 12% แตะพันล้าน,<SYMBOL> TIDLOR <ASPECT> กำไร <OPINION> โต <POS>
GPSC ค่าเอฟที-FX พุ่ง ดันกำไร Q3 ทะลุ 1.7 พันล้าน โต 4 เท่าตัว,<SYMBOL> GPSC <ASPECT> ค่าเอฟที-FX <OPINION> พุ่ง <POS>
GPSC ค่าเอฟที-FX พุ่ง ดันกำไร Q3 ทะลุ 1.7 พันล้าน โต 4 เท่าตัว,<SYMBOL> GPSC <ASPECT> กำไร <OPINION> ดัน <POS>
GPSC ค่าเอฟที-FX พุ่ง ดันกำไร Q3 ทะลุ 1.7 พันล้าน โต 4 เท่าตัว,<SYMBOL> GPSC <ASPECT> กำไร <OPINION> โต <POS>
ESSO ไตรมาส 3 พลิกกำไร 4.6 พันล้าน รับค่าการกลั่นฟื้น,<SYMBOL> ESSOI <ASPECT> พลิก <OPINION> กำไร <POS>
Kospi ปิดพุ่ง 6% หลังสั่งห้าม “ขายชอร์ต” เหตุทำตลาดผันผวน,<SYMBOL> Kospi <ASPECT> ปิด <OPINION> พุ่ง <POS>
NER กำไร 9 เดือนแตะพันล้าน รับ “ออเดอร์” ลูกค้าไทย-ตปท. เพิ่ม,<SYMBOL> NER <ASPECT> กำไร <OPINION> แตะ <POS>
NER กำไร 9 เดือนแตะพันล้าน รับ “ออเดอร์” ลูกค้าไทย-ตปท. เพิ่ม,<SYMBOL> NER <ASPECT> ออเดอร์ <OPINION> เพิ่ม <POS>
TU ปิดบวก 2% หลังงบ Q3 สูงกว่าคาด โบรกแนะ “ซื้อ” เป้า 17.50 บาท มองกำไร Q4 พีกสุด,<SYMBOL> TU <ASPECT> ปิด <OPINION> บวก <POS>
TU ปิดบวก 2% หลังงบ Q3 สูงกว่าคาด โบรกแนะ “ซื้อ” เป้า 17.50 บาท มองกำไร Q4 พีกสุด,<SYMBOL> TU <ASPECT> งบ <OPINION> สูงกว่าคาด <POS>
TU ปิดบวก 2% หลังงบ Q3 สูงกว่าคาด โบรกแนะ “ซื้อ” เป้า 17.50 บาท มองกำไร Q4 พีกสุด,<SYMBOL> TU <ASPECT> กำไร <OPINION> พีก <POS>
PRI ปิดพุ่ง 5% เก็งงบ Q3 โตต่อ มั่นใจรายได้ปีนี้เข้าเป้า 1.3 พันล้าน,<SYMBOL> PRI <ASPECT> ปิด <OPINION> พุ่ง <POS>
PRI ปิดพุ่ง 5% เก็งงบ Q3 โตต่อ มั่นใจรายได้ปีนี้เข้าเป้า 1.3 พันล้าน,<SYMBOL> PRI <ASPECT> งบ <OPINION> โตต่อ <POS>
PRI ปิดพุ่ง 5% เก็งงบ Q3 โตต่อ มั่นใจรายได้ปีนี้เข้าเป้า 1.3 พันล้าน,<SYMBOL> PRI <ASPECT> รายได้ <OPINION> เข้าเป้า <POS>
XO ร่วง 13% วิตกปัญหา “ซอสพริก” สหรัฐคลี่คลาย ฉุดยอดส่งออก,<SYMBOL> XO <OPINION> ร่วง <NEG>
XO ร่วง 13% วิตกปัญหา “ซอสพริก” สหรัฐคลี่คลาย ฉุดยอดส่งออก,<SYMBOL> XO <ASPECT> ปัญหา <OPINION> คลี่คลาย <POS>
XO ร่วง 13% วิตกปัญหา “ซอสพริก” สหรัฐคลี่คลาย ฉุดยอดส่งออก,<SYMBOL> XO <ASPECT> ยอดส่งออก <OPINION> ฉุด <NEG>
GFC บวกแรง 6% โบรกอัพกำไรปี 66-67 พ่วงเป้าใหม่ 12 บาท จับตางบ Q3 แจ่ม,<SYMBOL> GFC <OPINION> บวกแรง <POS>
GFC บวกแรง 6% โบรกอัพกำไรปี 66-67 พ่วงเป้าใหม่ 12 บาท จับตางบ Q3 แจ่ม,<SYMBOL> GFC <ASPECT> กำไร <OPINION> อัพ <POS>
GFC บวกแรง 6% โบรกอัพกำไรปี 66-67 พ่วงเป้าใหม่ 12 บาท จับตางบ Q3 แจ่ม,<SYMBOL> GFC <ASPECT> งบ <OPINION> จับตา <POS>
GFC บวกแรง 6% โบรกอัพกำไรปี 66-67 พ่วงเป้าใหม่ 12 บาท จับตางบ Q3 แจ่ม,<SYMBOL> GFC <ASPECT> งบ <OPINION> แจ่ม <POS>
MENA บวก 4% โบรกแนะ “ซื้อ” เป้า 2.76 บ. ลุ้นกำไร Q3 โต 60% แตะ 18 ล้าน,<SYMBOL> MENA <OPINION> บวก <POS>
MENA บวก 4% โบรกแนะ “ซื้อ” เป้า 2.76 บ. ลุ้นกำไร Q3 โต 60% แตะ 18 ล้าน,<SYMBOL> MENA <ASPECT> กำไร <OPINION> โต <POS>
MENA บวก 4% โบรกแนะ “ซื้อ” เป้า 2.76 บ. ลุ้นกำไร Q3 โต 60% แตะ 18 ล้าน,<SYMBOL> MENA <ASPECT> กำไร <OPINION> แตะ <POS>
TU โชว์กำไร Q3 แตะ 1.2 พันล้าน “ทริส” คงเรทติ้งองค์กร-หุ้นกู้ ระดับ A+,<SYMBOL> TU <ASPECT> กำไร <OPINION> โชว์ <POS>
TU โชว์กำไร Q3 แตะ 1.2 พันล้าน “ทริส” คงเรทติ้งองค์กร-หุ้นกู้ ระดับ A+,<SYMBOL> TU <ASPECT> เรทติ้ง <OPINION> A+ <POS>
MAJOR จับตากำไร Q3 โตแรงกว่า 3 เท่าตัว แนะซื้อเป้า 19.10 บาท,<SYMBOL> MAJOR <ASPECT> กำไร <OPINION> จับตา <POS>
MAJOR จับตากำไร Q3 โตแรงกว่า 3 เท่าตัว แนะซื้อเป้า 19.10 บาท,<SYMBOL> MAJOR <ASPECT> กำไร <OPINION> โตแรงกว่า <POS>
สรุปกระดานรายใหญ่เช้านี้ TU มูลค่าสูงสุด 20 ล้านบาท,<SYMBOL> TU <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 เช้านี้ CBG บวกสูงสุด 4%,<SYMBOL> CBG <OPINION> บวกสูงสุด <POS>
JPARK ปิดเช้าบวก 3% ส่งซิกครึ่งปีหลังแจ่ม! โบรกฯเชียร์ “ซื้อ” เป้าราคา 6.40 บาท,<SYMBOL> JPARK <ASPECT> ปิด <OPINION> บวก <POS>
JPARK ปิดเช้าบวก 3% ส่งซิกครึ่งปีหลังแจ่ม! โบรกฯเชียร์ “ซื้อ” เป้าราคา 6.40 บาท,<SYMBOL> JPARK <OPINION> แจ่ม <POS>
JPARK ปิดเช้าบวก 3% ส่งซิกครึ่งปีหลังแจ่ม! โบรกฯเชียร์ “ซื้อ” เป้าราคา 6.40 บาท,<SYMBOL> JPARK <ASPECT> โบรกเชียร์ <OPINION> ซื้อ <POS>
PSP บวกแรง 12% ผู้บริหารย้ำครึ่งปีหลังสดใส ดันรายได้โต 5%,<SYMBOL> PSP <OPINION> บวกแรง <POS>
PSP บวกแรง 12% ผู้บริหารย้ำครึ่งปีหลังสดใส ดันรายได้โต 5%,<SYMBOL> PSP <OPINION> สดใส <POS>
PSP บวกแรง 12% ผู้บริหารย้ำครึ่งปีหลังสดใส ดันรายได้โต 5%,<SYMBOL> PSP <ASPECT> รายได้ <OPINION> โต <POS>
TKN บวก 3% โบรกแนะซื้อเป้า 15 บ. มั่นใจรายได้ปีนี้โตไม่ต่ำกว่า 20%,<SYMBOL> TKN <OPINION> บวก <POS>
TKN บวก 3% โบรกแนะซื้อเป้า 15 บ. มั่นใจรายได้ปีนี้โตไม่ต่ำกว่า 20%,<SYMBOL> TKN <ASPECT> รายได้ <OPINION> มั่นใจ <POS>
TKN บวก 3% โบรกแนะซื้อเป้า 15 บ. มั่นใจรายได้ปีนี้โตไม่ต่ำกว่า 20%,<SYMBOL> TKN <ASPECT> รายได้ <OPINION> โต <POS>
KCE บวก 3% โบรกชี้ผ่านจุดต่ำสุด ลุ้นครึ่งปีหลังฟื้นรับ “ไฮซีซั่น” ชูเป้า 49 บ.,<SYMBOL> KCE <OPINION> บวก <POS>
KCE บวก 3% โบรกชี้ผ่านจุดต่ำสุด ลุ้นครึ่งปีหลังฟื้นรับ “ไฮซีซั่น” ชูเป้า 49 บ.,<SYMBOL> KCE <ASPECT> ไฮซีซั่น <OPINION> ฟื้นรับ <POS>
SAFE บวก 6% มั่นใจรายได้ปี 66 โต 30% แย้มแผนขยาย 2 สาขา มูลค่า 250 ล้าน,<SYMBOL> SAFE <OPINION> บวก <POS>
SAFE บวก 6% มั่นใจรายได้ปี 66 โต 30% แย้มแผนขยาย 2 สาขา มูลค่า 250 ล้าน,<SYMBOL> SAFE <ASPECT> รายได้ <OPINION> มั่นใจ <POS>
SAFE บวก 6% มั่นใจรายได้ปี 66 โต 30% แย้มแผนขยาย 2 สาขา มูลค่า 250 ล้าน,<SYMBOL> SAFE <ASPECT> รายได้ <OPINION> โต <POS>
AAV บวก 3% ลุ้นผลงาน Q4 ฟื้นแกร่ง รับนักท่องเที่ยวพุ่ง โบรกชูเป้า 3 บ.,<SYMBOL> AAV <OPINION> บวก <POS>
AAV บวก 3% ลุ้นผลงาน Q4 ฟื้นแกร่ง รับนักท่องเที่ยวพุ่ง โบรกชูเป้า 3 บ.,<SYMBOL> AAV <ASPECT> ผลงาน <OPINION> ฟื้นแกร่ง <POS>
AAV บวก 3% ลุ้นผลงาน Q4 ฟื้นแกร่ง รับนักท่องเที่ยวพุ่ง โบรกชูเป้า 3 บ.,<SYMBOL> AAV <ASPECT> นักท่องเที่ยว <OPINION> พุ่ง <POS>
CBG บวก 4% โบรกชูเป้า 109 บาท มองกำไร Q3 โตแตะ 553 ล้านบาท,<SYMBOL> CBG <OPINION> บวก <POS>
CBG บวก 4% โบรกชูเป้า 109 บาท มองกำไร Q3 โตแตะ 553 ล้านบาท,<SYMBOL> CBG <ASPECT> มอง <OPINION> กำไร <POS>
APP วิ่งแรง 17% หลังโชว์กำไร Q3 ทะลุ 20 ล้าน รับรายได้โตเด่น,<SYMBOL> APP <OPINION> วิ่งแรง <POS>
APP วิ่งแรง 17% หลังโชว์กำไร Q3 ทะลุ 20 ล้าน รับรายได้โตเด่น,<SYMBOL> APP <ASPECT> กำไร <OPINION> โชว์ <POS>
APP วิ่งแรง 17% หลังโชว์กำไร Q3 ทะลุ 20 ล้าน รับรายได้โตเด่น,<SYMBOL> APP <ASPECT> รายได้ <OPINION> โตเด่น <POS>
RPH รายได้ผู้ป่วยพุ่ง ดันกำไร Q3 โต 18% แตะ 66 ล้าน,<SYMBOL> RPH <ASPECT> รายได้ <OPINION> พุ่ง <POS>
RPH รายได้ผู้ป่วยพุ่ง ดันกำไร Q3 โต 18% แตะ 66 ล้าน,<SYMBOL> RPH <ASPECT> กำไร <OPINION> ดัน <POS>
RPH รายได้ผู้ป่วยพุ่ง ดันกำไร Q3 โต 18% แตะ 66 ล้าน,<SYMBOL> RPH <ASPECT> กำไร <OPINION> โต <POS>
APP รายได้บริการทะลัก! ดันกำไร Q3 โต 81% แตะ 20 ล้าน,<SYMBOL> APP <ASPECT> รายได้ <OPINION> ทะลัก <POS>
APP รายได้บริการทะลัก! ดันกำไร Q3 โต 81% แตะ 20 ล้าน,<SYMBOL> APP <ASPECT> กำไร <OPINION> ดัน <POS>
APP รายได้บริการทะลัก! ดันกำไร Q3 โต 81% แตะ 20 ล้าน,<SYMBOL> APP <ASPECT> กำไร <OPINION> โต <POS>
KBANK คุณภาพสินทรัพย์ดีขึ้น,<SYMBOL> KBANK <ASPECT> คุณภาพ <OPINION> ดีขึ้น <POS>
SPA นวดกำไรโตทุกไตรมาส,<SYMBOL> SPA <ASPECT> กำไร <OPINION> โต <POS>
PSL รายได้ค่าระวางเรือหด ฉุดกำไร Q3 วูบ 93% เหลือ 98 ล้านบาท,<SYMBOL> PSL <ASPECT> รายได้ <OPINION> หด <NEG>
PSL รายได้ค่าระวางเรือหด ฉุดกำไร Q3 วูบ 93% เหลือ 98 ล้านบาท,<SYMBOL> PSL <ASPECT> กำไร <OPINION> ฉุด <NEG>
PSL รายได้ค่าระวางเรือหด ฉุดกำไร Q3 วูบ 93% เหลือ 98 ล้านบาท,<SYMBOL> PSL <ASPECT> กำไร <OPINION> วูบ <NEG>
HMPRO รายได้ 9 เดือนแรกทะลุ 5 หมื่นลบ. ดันกำไรแตะ 4.7 พันล้าน,<SYMBOL> HMPRO <ASPECT> รายได้ <OPINION> ทะลุ <POS>
HMPRO รายได้ 9 เดือนแรกทะลุ 5 หมื่นลบ. ดันกำไรแตะ 4.7 พันล้าน,<SYMBOL> HMPRO <ASPECT> กำไร <OPINION> ดัน <POS>
THCOM โชว์กำไร 9 เดือนแรกเฉียด 660 ล้าน โต 37% รับรายได้ชดเชยข้อพิพาท,<SYMBOL> THCOM <ASPECT> กำไร <OPINION> โชว์ <POS>
THCOM โชว์กำไร 9 เดือนแรกเฉียด 660 ล้าน โต 37% รับรายได้ชดเชยข้อพิพาท,<SYMBOL> THCOM <ASPECT> กำไร <OPINION> เฉียด <POS>
THCOM โชว์กำไร 9 เดือนแรกเฉียด 660 ล้าน โต 37% รับรายได้ชดเชยข้อพิพาท,<SYMBOL> THCOM <ASPECT> กำไร <OPINION> โต <POS>
สรุปกระดานรายใหญ่วันนี้ TIDLOR มูลค่าสูงสุด 182 ล้านบาท,<SYMBOL> TIDLOR <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
