Texts,Label
หน้าตาน่ารัก ดูง่วงๆ,"[[""ดีไซน์หน้าตา"", ""pos"", [""น่ารัก"", ""ดูง่วงๆ""]]]"
"หน้าตาน่ารัก ป๋องแป๋งดีครับ แต่สเปค , หน้าจอ ,ฟังก์ชั่น เหมือนรถจีนราคาถูก แล้วเอาตัวถังน่ารักมาครอบไว้เลยครับ  
ไม่ได้คาดหวังวิ่งข้ามจังหวัด แต่ใช้ในเมือง ขึ้นทางด่วนก็เสียวโดนชนตูดแล้วนะครับ 
โดยรวมทำให้รู้สึกว่า ราคานี้แพงไป ถ้า 2 แสนกว่า ขายกระฉูด ผลิตไม่ทัน","[[""ดีไซน์หน้าตา"", ""pos"", [""น่ารัก"", ""ป๋องแป๋ง""]], [""สเปค"", ""neg"", ""เหมือนรถจีนราคาถูก""], [""หน้าจอ"", ""neg"", ""เหมือนรถจีนราคาถูก""], [""ฟังก์ชั่น"", ""neg"", ""เหมือนรถจีนราคาถูก""], [""ตัวถัง"", ""pos"", ""น่ารัก""], [""ราคา"", ""neg"", ""แพงไป""]]"
เห็นรูปว่าน่ารักแต่ใช้งานจริงน่าจะไม่ไหว,"[[""ดีไซน์"", ""pos"", ""น่ารัก""], [""การใช้งาน"", ""neg"", ""ไม่ไหว""]]"
Majesty มันเหมือน Commuter Adaptive มา กระด้างไม่นิ่มเหมือน Alphard คนละเรื่อง แถมด้านหลังเหลี่ยมดูไม่สมราคา ก็แลกกันไปแล้วแต่คนชอบ,"[[""Majesty"",""neg"",""เหมือน Commuter Adaptive มา""], [""ช่วงล่าง"",""neg"",""กระด้าง""],[""Alphard"", ""pos"", ""นิ่ม""], [""ดีไซน์ด้านหลัง"",""neg"",""เหลี่ยม""],[""ราคา"",""neg"",""ไม่สม""]]"
Fc มาสด้า ยังไงก็รักแบรนด์นี้ ถึงจะของแต่งน้อยกว่าคนอื่น มั้นใจในสมรรถนะ,"[[""แบรนด์มาสด้า"",""pos"",""รัก""],[""ของแต่ง"",""neg"",""น้อย""],[""สมรรถนะ"",""pos"",""มั่นใจ""]]"
M2 นี่จุดอ่อนกว่าทุกรุ่นคือ ลมแอร์ ไม่ถึงผู้โดยสารตอนหลัง อยากให้แก้ตรงนี้มากๆ,"[[""M2"", ""neg"", ""จุดอ่อนกว่าทุกรุ่น""], [""ลมแอร์"",""neg"",""ไม่ถึงผู้โดยสารตอนหลัง""]]"
Mazda 2 ควรปรับปรุงข้างใน,"[[""ข้างใน Mazda 2"", ""neg"", ""ควรปรับปรุง""]]"
Mazda 2 พอเถอะ โมเดลนี้ หน้าตานี้,"[[""Mazda 2"",""neg"",""พอเถอะ""], [""โมเดลนี้"",""neg"",""พอเถอะ""],[""หน้าตานี้"",""neg"",""พอเถอะ""]]"
MAZDA 2 มีดีที่ตรงเกียร์เป็นเกียร์ออโต้แบบปกติใช้โคตรทนแบบว่ารถพังเกียร์ยังไม่พังต่างจากพวกรถค่ายอื่นที่เป็นเกียร์สายพาน CVT หมด พออายุรถมากขึ้นหรือขับได้แสนกว่ากิโลก็ต้องมานั่งระแวงระวังว่าสายพานจะขาดตอนไหนหว่าแถมซ่อมเกียร์ก็ราคาเอาเรื่องอยู่ 55555,"[[""เกียร์ออโต้แบบปกติ"", ""pos"", [""ดี, ทน""]], [""เกียร์สายพาน CVT"", ""neg"", [""ระแวงระวังว่าสายพานจะขาด"", ""ซ่อมเกียร์ราคาเอาเรื่อง""]]]"
ขยายที่นั่งหลังให้นั่งสบายๆอีกหนิดไม่ได้เหรอ เพราะอะไรถึงต้องทำให้แคบ นั่งลำบาก,"[[""ที่นั่งหลัง"", ""neg"", [""แคบ"", ""นั่งลำบาก""]]]"
คันจริงสวยนะคะ,"[[""ดีไซน์"", ""pos"", ""สวย""]]"
แค่ใส่Optionมาจัดเต็มขนาดนี้ก็ถือว่า เป็นรถที่ดีที่สุดไปเลยหละ,"[[""ออปชั่น"", ""pos"", ""จัดเต็ม""], [""รถ"", ""pos"", ""ดีที่สุด""]]"
จากใจผู้ขับมาสด้ามาตั้งแต่2017 ชอบโฉมแรกๆมากกว่า ส่วนเรื่องปัญหายังไม่เคยเจอแบบคนอื่น ขับดี เบรคกะพวงมาลัยยังดีอยู่เลย,"[[""มาสด้าโฉมแรกๆ"", ""pos"", ""ชอบมากกว่า""], [""การขับขี่"", ""pos"", ""ขับดี""], [""เบรค"", ""pos"", ""ดีอยู่""], [""พวงมาลัย"", ""pos"", ""ดีอยู่""]]"
ใช่เคยใช้เขามีดี,"[[""รถ"", ""pos"", ""ดี""]]"
ใช้มาสด้า2มา 4ปีละ ยังไม่มีการเปลี่ยนแปลงเหมืนค่ายอื่น ตอนนี้รู้สึกหวั่นๆจะย้ายไปค่ายรถEVดีไหมยิ่งมีลูกน้อยแล้ว,"[[""มาสด้า2"",""neg"",""ยังไม่มีการเปลี่ยนแปลง""]]"
ดีค่ะ ชอบกระจังหน้าแบบนี้ ทำความสะอาดง่าย,"[[""กระจังหน้า"", ""pos"", [""ชอบ"", ""ทำความสะอาดง่าย""]]]"
ดูแล้ว....รักรุ่นปี 2018 ที่ตัวเองซื้อมาเพิ่มขึ้นทันที,"[[""รถรุ่นปี 2018"",""pos"",""รักเพิ่มขึ้น""]]"
ถ้าเครื่องดีเซล1.5 สกายแอคทีพผมเคยทำได้26กม/ลิตรโครตประหยัด,"[[""เครื่องดีเซล1.5 สกายแอคทีพ"",""pos"",""โครตประหยัด""]]"
ทำไมผมชอบตัวเก่ามากกว่าความคิดเห็นส่วนตัวนะ55,"[[""ตัวเก่า"",""pos"",""ชอบมากกว่า""]]"
เนี่ยมาสด้า คือที่1 ถ้าหลังกว้างนะ จะมาสด้าตลอดไป,"[[""มาสด้า"", ""pos"", ""ที่1""], [""พื้นที่ห้องโดยสารหลัง"", ""neg"", ""ไม่กว้าง""]]"
ไปดูตัวจริงมาแล้ว ได้เบาะคนขับปรับไฟฟ้า มีระบบADASมาเต็มๆ แค่นี้ถือว่าคุ้ม เรื่องหน้าตาผมยังไงก้อได้ (ปล.ปัจจุบันใช้2ดีเซลมา7ปี),"[[""เบาะคนขับปรับไฟฟ้า"",""pos"",""คุ้ม""],[""ระบบADAS"",""pos"",""คุ้ม""]]"
ผมชอบแต่ช่วงล่างคับ อันอื่นเฉยๆเพราะเห็นแทบทุกวัน,"[[""ช่วงล่าง"",""pos"",""ชอบ""]]"
ผมใช้อยู่ ชอบที่ ประหยัด จาก แฟนคลับ มาสด้า ถ้าแบบนี้ แข่งขันยากครับ,"[[""อัตราสิ้นเปลือง"",""pos"",""ประหยัด""]]"
มาสด้า2รุ่นโฉมใหม่ทุกรุ่นย่อยดูสวยและน่าซื้อมาใช้สุดๆเลยนะครับ,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รถมาสด้า2รุ่นโฉมใหม่"", ""pos"", ""น่าซื้อ""]]"
ไม่กล้าซื้อ กลัวโดนฟ้อง,"[[""รถ"", ""neg"", [""ไม่กล้าซื้อ"",""กลัวโดนฟ้อง""]]]"
ยอมรับเลย Mazda2 ราคาดี ออฟชั่นดี เครื่องดี ช่วงล่างแน่นหนึบโคตรดี แต่เสียเรื่องเดียวจริงๆคือที่นั่งแถวหลัง มันแคบจริงๆ สงสารคนโดยสารถ้าต้องนั่งเกิน 100 กม. ถ้ามาซด้าจะกรุณาขยายห้องโดยสารหลังให้กว้างขึ้น จะขายดีถล่มทลายแน่ๆ,"[[""ราคา"", ""pos"", ""ดี""], [""ออฟชั่น"", ""pos"", ""ดี""], [""เครื่องยนต์"", ""pos"", ""ดี""], [""ช่วงล่าง"", ""pos"", ""แน่นหนึบโคตรดี""], [""ที่นั่งแถวหลัง"", ""neg"", ""แคบ""], [""ห้องโดยสาร"", ""neg"", ""แคบ""]]"
รอ มาสด้า2(5ประตู) ev ครัชชอบมากขับมา12ปี คิดว่าควรมีกล้อง360รอบคันก้พอแล้วแระ,"[[""มาสด้า2(5ประตู)"", ""pos"", ""ชอบ""], [""กล้อง360"", ""pos"", ""ควรมี""]]"
รอดู MG เพราะมาสด้า ดูทรงแล้วก็ไม่ต่างจากเดิมมาก และแคบเหมือนเดิม,"[[""มาสด้า"",""neg"",""ไม่ต่างจากเดิม""],[""พื้นที่ห้องโดยสารมาสด้า"",""neg"",""แคบ""]]"
ลงตัวทุกอย่าง ไม่มีปัญหากับหลังแคบ หลังไม่มีแอร์ เพราะเอาไว้ใช้เองคนเดียว มากสุดมีนั่งหน้าด้วยคน.,"[[""รถ"", ""pos"", ""ลงตัวทุกอย่าง""], [""พื้นที่ห้องโดยสารหลัง"", ""pos"", ""แคบ""],[""แอร์หลัง"", ""pos"", ""ไม่มี""]]"
สวย น่ารักมากค่ะ,"[[""ดีไซน์"", ""pos"", [""สวย"", ""น่ารัก""]]]"
สีเทานมตัดส้มสวยมากเลยครับ,"[[""สีเทานมตัดส้ม"", ""pos"", ""สวยมาก""]]"
สุดๆ ทำได้คล้ายเดิมสุดๆ,"[[""การออกแบบ"", ""pos"", ""คล้ายเดิมสุดๆ""]]"
สุดๆไปเลย,"[""รถ"", ""pos"", ""สุดๆ""]"
MG คือออกแบบรถได้คมสวยมากผมเจอคนขับที่ขอนแก่นอย่างสวยเลยครับรุ่นนี้ อยากด้ายยยย,"[[""การออกแบบ"", ""pos"", ""คมสวย""], [""รถ"", ""pos"", ""อยากด้ายยยย""]]"
MG ที่ไม่มีซันรูฟ น่าซื้อกว่ารุ่นที่มีเยอะ,"[[""MG ที่ไม่มีซันรูฟ"",""pos"",""น่าซื้อกว่า""]]"
กั๊กหลายอย่าง แต่ สมรรถนะแม่งน่าสนใจมากกกกกกกกกกกก hb ด้วย ปกติไม่ชอบเม้งกวงนะ แต่คันนี้น่าจองมากกกกกกกกกกกกก,"[[""ออปชั่น"", ""neg"", ""กั๊ก""], [""สมรรถนะ"", ""pos"", ""น่าสนใจ""], [""hb"", ""pos"", ""น่าสนใจ""], [""แบรนด์เม้งกวง"", ""neg"", ""ไม่ชอบ""], [""รถคันนี้"", ""pos"", ""น่าจอง""]]"
ขนาด MG รุ่นอ่อนๆ เวลาเร่ง มันพุ่งหยั่งกะนั่งเครื่องบินตอนที่กำลังเทคออฟ รถไฟฟ้าแรงกว่ารถน้ำมันมากครับ การเร่งตอบสนองทันที ไม่ต้องรอรอบเหมือนรถน้ำมัน,"[[""อัตราเร่ง MG"", ""pos"", [""พุ่ง"", ""ตอบสนองทันที""]], [""รถไฟฟ้า"", ""pos"", [""แรงกว่ารถน้ำมัน"", ""ไม่ต้องรอรอบ""]]]"
ขอให้ราคาไม่แพง น่าสน,"[[""ราคา"", ""neg"", ""ไม่แพง""], [""รถ"", ""pos"", ""น่าสน""]]"
ขับเคลื่อนล้อหลัง เคยมี w203 ขับโคตรมันส,"[[""ขับเคลื่อนล้อหลัง"", ""pos"", ""ขับโคตรมันส""]]"
ความหวังของหมู่บ้าน รุ่นนี้น่าจะขายดี!,"[[""รุ่นนี้"", ""pos"", ""น่าจะขายดี""]]"
คันนี้น่าใช้กว่าatto3 แถมเสือกขับดีกว่าอีก ถูกกว่าด้วย mg คันนี้สุดๆ,"[[""รถmgคันนี้"", ""pos"", [""น่าใช้กว่าatto3"", ""สุดๆ""]], [""การขับขี่"", ""pos"", ""ดีกว่า""], [""ราคา mg"", ""pos"", ""ถูกกว่า""]]"
คันนี้อ้อฟชั่นน้อย พอใช้ แต่ ผมเน้นขับ แนวนี้ คือโดนใจอ่ะ กับการทรงตัวของคันนั้ คือตอบโจทย์มาก กับผม ตอนแรกแอบมา BYD ตอนนี้ คือ เท มาทางนี้เลย,"[[""ออปชั่น"", ""neg"", ""น้อย""], [""การขับขี่"", ""pos"", ""โดนใจ""], [""การทรงตัว"", ""pos"", ""ตอบโจทย์""]]"
คุมโทน สีฟ้า ดำ มาดีๆ...มาเจอ เบาะคาดสีส้มแหลมมา ..!!!! เอ้า!!!! ???,"[[""เบาะคาดสีส้ม"",""neg"","" แหลมมา""]]"
โคตรอยากได้ 0-100 4 วิ ไม่ต้องซื้อ supercar เลย,"[[""รถ"",""pos"", [""โคตรอยากได้"", ""supercar""]]]"
จัดมาแล้วครับ แรงสะใจคุ้มค่า,"[[""เครื่องยนต์"", ""pos"", ""แรงสะใจ""], [""ความคุ้มค่า"", ""pos"", ""คุ้มค่า""]]"
จีนที่1แห่งการค้าขาย ราคาไม่แพง ปริมาณมหาศาล,"[[""ราคา"",""pos"",""ไม่แพง""],[""ปริมาณ"",""pos"",""มหาศาล""]]"
"ช่วงล่างสู่บีวายดีไม่ได้,เอ็มจีออฟชั่นก็น้อยเช่นไม่มีแอร์,มือจับ,ที่เทัาแขน,ปัดน้ำฝน,ยางอดะไหลไม่มีสักอย่าง","[[""ช่วงล่าง"",""neg"",""สู้บีวายดีไม่ได้""],[""เอ็มจีออฟชั่น"",""neg"",""น้อย""], [""แอร์"", ""neg"", ""ไม่มี""], [""มือจับ"", ""neg"", ""ไม่มี""], [""ที่เท้าแขน"", ""neg"", ""ไม่มี""], [""ปัดน้ำฝน"", ""neg"", ""ไม่มี""], [""ยางอะไหล่"", ""neg"", ""ไม่มี""]]"
ชอบการออกแบบรูปทรงของmgนะมันดูล้ำดี แต่ยังไม่ค่ยเชื่มั่นเรื่องคุณภาพกับอะไหล่,"[[""การออกแบบรูปทรงของmg"", ""pos"", [""ชอบ"", ""ล้ำดี""]], [""คุณภาพ"", ""neg"", ""ไม่ค่อยเชื่อมั่น""], [""อะไหล่"", ""neg"", ""ไม่ค่อยเชื่อมั่น""]]"
ชอบครับ ราคาส่งไม่แรง เทคโนโลยีดี รับได้ในบ้างอย่างที่ไม่มี,"[[""ราคา"", ""pos"", ""ไม่แรง""], [""เทคโนโลยี"", ""pos"", ""ดี""]]"
ชอบครับรอวิ่งถนนจริงครับ,"[[""รถ"", ""pos"", ""ชอบ""]]"
ชอบด้านข้าง ด้านหลัง ด้านใน ยกเว้นด้านหน้า,"[[""ดีไซน์ด้านข้าง"", ""pos"", ""ชอบ""], [""ดีไซน์ด้านหลัง"", ""pos"", ""ชอบ""], [""ดีไซน์ด้านใน"", ""pos"", ""ชอบ""], [""ดีไซน์ด้านหน้า"", ""neg"", ""ยกเว้น""]]"
ชอบตรงขับหลัง กับพวงมาลัยแบบใหม่นี้ละครับ,"[[""ขับหลัง"", ""pos"", ""ชอบ""], [""พวงมาลัย"", ""pos"", [""แบบใหม่"", ""ชอบ""]]]"
ชอบทรงซีดานแบบ Tesla มากกว่า ผลิตมาบ้างเถอะครับ MG น่าจะขายดีกว่าพวกรถท้ายตัดแน่ๆ,"[[""ทรงซีดานแบบ Tesla"",""pos"",""ชอบมากกว่า""], [""รถท้ายตัด"", ""neg"", ""ขายไม่ดี""]"
ชอบทุกอย่างยกเว้นโลโก้,"[[""ทุกอย่าง"", ""pos"", ""ชอบ""],[""โลโก้"", ""neg"", ""ไม่ชอบ""]]"
ชอบทุกอย่างเลยคับ ยกเว้นสีเบาะ,"[[""ทุกอย่าง"", ""pos"", ""ชอบ""], [""สีเบาะ"", ""neg"", ""ยกเว้น""]]"
ชอบเทคโนโลยีไปออตโต้3ชอบไปตีหัวชาวบ้านไปMG4,"[[""ออตโต้3"",""pos"",""เทคโนโลยี""], [""MG4"",""pos"",""ไปตีหัวชาวบ้าน""]]"
ชอบรุ่น X แต่ขอไปลองขับก่อน,"[[""รุ่น X"", ""pos"", ""ชอบ""]]"
ดีไซด์สวยมากครับ,"[[""ดีไซน์"", ""pos"", ""สวยมาก""]]"
ดีมากครับ,"[[""รถ"", ""pos"", ""ดี""]]"
ดีสวย,"[[""ดีไซน์"", ""pos"", ""ดีสวย""]]"
ดูขับสนุกดีนะ รอดูสักพักถ้าไม่ค่อยไปโผล่ในเพจอวยแสดงว่าของเขาดีจริง,"[[""การขับขี่"", ""pos"", ""ดูขับสนุก""]]"
ดูในงาน motor show ตัวจริงสวยมากครับ โดยเฉพาะสีเทาดำ สง่างามมาก ราคาดีมากทีเดียว ภายในเรียบๆ จริงๆ ข้อดีคือไม่เกะกะตา แต่ตรงช่วงชายประตูมันยื่นออกมามากกว่ารถปกติ ท้องขาเราจะครูดกับขอบ ขนาดผมขายาวยังก้าวไม่พ้น ถ้าขาผู้หญิงต้องขูดท้องขาทุกครั้งแน่นอนเวลาลง อื่นๆ ก็ลงตัวดีครับโดยเฉพาะไฟท้ายคือจุดสวยสุดของรถคันนี้เลยครับ,"[[""ดีไซน์"", ""pos"", ""สวย""], [""สีเทาดำ"", ""pos"", ""สง่างาม""], [""ราคา"", ""pos"", ""ดีมาก""], [""ดีไซน์ภายใน"", ""pos"", ""เรียบๆ""], [""ชายประตู"", ""neg"", [""ยื่นออกมามาก"", ""ท้องขาเราจะครูดกับขอบ""]], [""ไฟท้าย"", ""pos"", ""สวยสุด""]]"
ดูมา 3 - 4 ช่อง การเทส MG4 รุ่นนี้ ส่วนใหญ่ พูดเป็นเสียง เดียว กัน ตอนขับ ว่า ช่วงล่างการทรงตัวดีมากๆ,"[[""ช่วงล่าง"", ""pos"", ""ดีมากๆ""], [""การทรงตัว"", ""pos"", ""ดีมากๆ""]]"
แดชบอร์ด คอนโซล เรียบแต่ดูดีไม่การ์ตูนเกินไป ภายนอกก็โอเคอยู่,"[[""แดชบอร์ด"", ""pos"", [""เรียบ"",""ดูดี"",""ไม่การ์ตูนเกินไป""]], [""คอนโซล"", ""pos"", [""เรียบ"",""ดูดี"",""ไม่การ์ตูนเกินไป""]], [""ดีไซน์ภายนอก"", ""pos"", ""โอเค""]]"
โดนมากรุ่นนี้ ชอบมาก มันโดนใจมาก สวย ชอบรถแบบนี้ มันคล้ายๆ แรมโบเลย สีอย่างโดน,"[[""รถ"", ""pos"", ""โดนใจ""], [""ดีไซน์"", ""pos"", [""สวย"", ""คล้ายๆ แรมโบ""]], [""สี"", ""pos"", ""อย่างโดน""]]"
โดยรวมถือว่าดีมากครับ ขาดนิดๆแต่ไม่ใช่ปัญหาใหญ่ ถ้าขายทั่วโลกก็มั่นใจได้พอสมควร,"[[""รถโดยรวม"", ""pos"", ""ดีมาก""], [""คุณภาพ"", ""pos"", ""มั่นใจได้พอสมควร""]]"
ตัวนีัสวยจริง,"[[""ดีไซน์"", ""pos"", ""สวย""]]"
แต่ท่า บริการหลังการขายดีดูแลดีอะไหร่แข็งแรงมากขึ้ยก็ดี,"[[""บริการหลังการขาย"",""neg"",[""ถ้าดี"", ""ถ้าดูแลดี""]],[""อะไหล่"",""neg"",""ถ้าแข็งแรงมากขึ้น""]]"
ถือว่าเด็ดครับ,"[[""รถ"", ""pos"", ""เด็ด""]]"
ถูกใจ ….สมรรถนะ ช่วงล่าง ความสวยหน้าตา,"[[""สมรรถนะ"", ""pos"", ""ถูกใจ""], [""ช่วงล่าง"", ""pos"", ""ถูกใจ""], [""ความสวยหน้าตา"", ""pos"", ""ถูกใจ""]]"
ถูกใจเลย คันนี้,"[[""รถ"", ""pos"", ""ถูกใจ""]]"
ทรงสวยมากครับ,"[[""ทรง"", ""pos"", ""สวยมาก""]]"
ท้ายมันสวยดีครับ รออีกสักปีสองปี รุ่นปรับปรุงนิ่งๆหน่อยต้องได้จัด ev สักคันแน่นอน,"[[""ดีไซน์ท้าย"",""pos"",""สวยดี""]]"
ท้ายสวย เท่มาก,"[[""ดีไซน์ด้านท้าย"", ""pos"", [""สวย"", ""เท่มาก""]]]"
น่าใช้มากครับ,"[[""รถ"", ""pos"", ""น่าใช้มาก""]]"
น่าสนใจคับ,"[[""รถ"", ""pos"", ""น่าสนใจ""]]"
เป็นอีกรุ่นที่น่าสนใจครับ,"[[""รถ"", ""pos"", ""น่าสนใจ""]]"
ผมชอบดีไซน์ ทั้งภายในภายนอกแบบนี้ มันเรียบ ดูแลรักษาง่าย และไม่จุกจิก ใช้งานแล้วสบายใจ,"[[""ดีไซน์ภายใน"", ""pos"", [""ชอบ"", ""เรียบ""]], [""ดีไซน์ภายนอก"", ""pos"", [""ชอบ"", ""เรียบ""]],[""การดูแลรักษา"",""pos"", [""ง่าย"", ""ไม่จุกจิก""]], [""การใช้งาน"", ""pos"", ""สบายใจ""]]"
ภายในด้านหน้าดูดีครับ ไม่ลิเกดี น่าสนนะ,"[[""ดีไซน์ภายในด้านหน้า"", ""pos"", [""ดูดี"", ""ไม่ลิเก"",""น่าสน""]]]"
ยอมรับว่าMGออกแบบสวยทุกรุ่นจิงๆ,"[[""การออกแบบ MG"", ""pos"", ""สวย""]]"
เยี่ยมครับ,"[[""รถ"", ""pos"", ""เยี่ยม""]]"
รถไฟฟ้ายี่ห้อเกียยังไม่มาเรยทรงเค้าสวยมากกๆๆ,"[[""ทรงยี่ห้อเกีย"", ""pos"", ""สวยมากกๆๆ""]]"
ลองขับแล้วครับดีมากๆเบรคการเร่งดีมาก,"[[""การขับขี่"", ""pos"", ""ดีมากๆ""], [""เบรค"", ""pos"", ""ดีมาก""], [""การเร่ง"", ""pos"", ""ดีมาก""]]"
ว้าว! ป็าเหมือนกันนะเนี่ยให้ยาง continental แถมได้ขับเคลื่อนล้อหลังอีก,"[[""ยาง continental"",""pos"",""ว้าว""],[""ขับเคลื่อนล้อหลัง"",""pos"",""ว้าว""]]"
ว้าววว สีท่อน้ำไทย สวยมากครับ น่าโดนจิมๆ,"[[""สีท่อน้ำไทย"", ""pos"", ""สวยมาก""], [""รถ"", ""pos"", ""น่าโดน""]]"
สมคำล่ำลือที่สือยุโรปต่างพากันชื่นชมครับ ^_^,"[[""รถ"", ""pos"", ""สือยุโรปต่างพากันชื่นชม""]]"
สวย ดูดี ราคาต่ำกว่าล้าน ราคาดีมากๆ ที่นี้รถไฟฟ้ามีตัวเลือกเยอะเลย รถญี่ปุ่น คงค่อยๆหายไปจากตลาด เหมือนเครื่องใช้ไฟฟ้ารุป่าวนะ,"[[""ดีไซน์"", ""pos"", [""สวย"", ""ดูดี""]], [""ราคา"", ""pos"", [""ต่ำกว่าล้าน"", ""ดีมากๆ""]], [""รถไฟฟ้า"", ""pos"", ""มีตัวเลือกเยอะ""], [""รถญี่ปุ่น"", ""neg"", [""คงค่อยๆหายไปจากตลาด"", ""เหมือนเครื่องใช้ไฟฟ้า""]]]"
สวย ราคาดี,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ราคา"", ""pos"", ""ดี""]]"
สวย ราคาดี ไฟฟ้าล้วน น่าจะเป็นรถไฟฟ้าที่น่าสนใจที่สุดในช่วงนี้,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ราคา"", ""pos"", ""ดี""], [""ระบบขับเคลื่อน"", ""pos"", ""ไฟฟ้าล้วน""], [""รถ"", ""pos"", ""น่าสนใจที่สุด""]]"
สวยครับอยากได้,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รถ"", ""pos"", ""อยากได้""]]"
สวยคับ ผมก็อยากได้,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รถ"", ""pos"", ""อยากได้""]]"
สวยงามราคาน่าคบ,"[[""ดีไซน์"", ""pos"", ""สวยงาม""],[""ราคา"", ""pos"", ""น่าคบ""]]"
สวยจริง รุ่นนี้,"[""ดีไซน์รุ่นนี้"", ""pos"", ""สวยจริง""]"
สวยดีครับ ด้านหน้าดีกว่าzs EV หลายร้อยเท่า,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ดีไซน์ด้านหน้า"", ""pos"", ""ดีกว่าzs EV ""]]"
สวยนอกและใน คนออกแบบเก่งมว๊ากกก,"[[""ดีไซน์ภายนอก"",""pos"",""สวย""],[""ดีไซน์ภายใน"",""pos"",""สวย""]]"
สวยนะ ดีกว่ารถน้ำมัน,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รถ"", ""pos"", ""ดีกว่ารถน้ำมัน""]]"
สวยย,"[[""ดีไซน์"", ""pos"", ""สวย""]]"
เสียงจากคนขับmg ช่วงล่างดีจริง เอาคันสองevแน่นอน จริงๆคนไม่ได้ขับทำไมกล้าติ,"[[""ช่วงล่าง"",""pos"",""ดี""]]"
หน้าไม่สวย แต่โดยยชรวมก็ดูคุ้มค่า,"[[""ดีไซน์ด้านหน้า"", ""neg"", ""ไม่สวย""], [""โดยรวม"", ""pos"", ""คุ้มค่า""]]"
หน้าอย่างเฟี้ยว วันนี้เห็นบนถนนจริงล่ะครับ สวยๆ,"[[""ดีไซน์ด้านหน้า"", ""pos"", [""เฟี้ยว"", ""สวยๆ""]]]"
หล่อเท่ไปเลย ถูกใจคนรุ่นใหม่ สาวๆก็ชอบ,"[[""ดีไซน์"", ""pos"", [""หล่อเท่"", ""ถูกใจคนรุ่นใหม่"", ""สาวๆชอบ""]]]"
หืม รูปร่างโครตสวยขนาดกำลังดีเลย,"[[""รูปร่าง"", ""pos"", ""สวย""], [""ขนาด"", ""pos"", ""กำลังดี""]]"
อยากได้!!!!!!!!!!!!!!,"[[""รถ"", ""pos"", ""อยากได้""]]"
อยากได้ครับบบบ,"[[""รถ"", ""pos"", ""อยากได้""]]"
อืมม ช่วงล่างดีจริง..ที่เหลือ ก็ขึ้นอยู่กับทักษะผู้ขับแล้วสินะครับ เยี่ยม..,"[[""ช่วงล่าง"", ""pos"", ""ดีจริง""]]"
Mg กั๊กมาก,"[[""Mg"", ""neg"", ""กั๊กมาก""]]"
Mg พัฒนาการออกแบบรถยนต์ได้ดีมาก สวยมาก แต่ปัญหาติดตรงคนไม่มั่นใจในแบรนกลัวปัญหาต่างๆ ถ้าแก้ข้อนี้ได้ยอดขายคงดีกว่านี้,"[[""การออกแบบ"", ""pos"", [""ดีมาก"", ""สวยมาก""]], [""แบรนด์"", ""neg"", ""ไม่มั่นใจ""], [""ปัญหา"", ""neg"", ""กลัวปัญหาต่างๆ""]]"
MG รถจีน เน้นผลิตเร็ว คุณภาพชั่งมัน อะไรที่จีนเป็นเจ้าของ ผมไม่ค่อยชอบ มาแซงค่ายอื่นแบบนี้ยิ่งน่ากลัว,"[[""MG"", ""neg"", [""รถจีน"", ""น่ากลัว""]], [""คุณภาพ"", ""neg"", ""ชั่งมัน""]]"
MG สวยแทบทุกรุ่น ออพชั่นดี ตัวรถเองเวลาเทสก็ค่อนข้างดี ปัญหาคือเวลาใช้งานจริง ถ้าคันไหนมีปัญหาคือวุ่นวายชีวิตมาก คุณภาพไม่นิ่งทุกคันด้วย,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ออพชั่น"", ""pos"", ""ดี""], [""การทดสอบขับขี่"", ""pos"", ""ค่อนข้างดี""], [""คุณภาพ"", ""neg"", ""ไม่นิ่ง""]]"
MG5 Scorpio สวยนะเคยคิดจะซื้อแต่ไม่มาซักที ตัว MG5 ที่ขายๆอยู่ ก็เครื่องเต่า กินน้ำมัน แล้ว MG ข้อเสียคือข้างประตูชอบใช้เป็นพลาสติก เคาะก๊อกๆแก๊กๆ สุดท้ายไม่รอ ออก Nissan Kicks มาละ,"[[""ดีไซน์ MG5 Scorpio"", ""pos"", ""สวย""], [""MG5 Scorpio"", ""neg"", ""ไม่มาซักที""], [""เครื่องยนต์ MG5"", ""neg"", ""เต่า""], [""อัตราสิ้นเปลือง"", ""neg"", ""กินน้ำมัน""], [""ข้างประตู"", ""neg"", ""เป็นพลาสติก""], [""Nissan Kicks"", ""pos"", ""ออกมาละ""]]"
MG5 เคยไปทำงานอู่ซ่อมรถ ซ่อมห้องเครื่องงานสายไฟ งานพลาสติกห้องเครื่อง อย่างกาก เอาเล็บจิกแรง ๆ ฉนวนก็ขาดแล้ว / ญี่ปุ่นขนาดวีออสโฉมเห็บเล็บยังจิกไม่เข้าเลย,"[[""งานพลาสติกห้องเครื่อง"",""neg"",""กาก""]]"
